OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,ComplaintsCount,RecallsCount,InvestigationCount,VehiclePicture
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11288P127.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11288C019.mp4,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11292P148.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11292C012.mp4,5,5,5,5,Not Rated,0.079,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11294P114.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11294C013.mp4,Standard,Standard,Standard,2025,TESLA,MODEL Y,2025 Tesla Model Y SUV AWD,20798,44.0,2.0,2.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,TOYOTA,4RUNNER,2025 Toyota 4Runner SUV AWD,20832,16.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,TOYOTA,4RUNNER,2025 Toyota 4Runner SUV 4WD,20831,16.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,TOYOTA,4RUNNER,2025 Toyota 4Runner SUV RWD,20830,16.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,TOYOTA,4RUNNER HYBRID,2025 Toyota 4Runner Hybrid SUV AWD,20835,1.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,TOYOTA,4RUNNER HYBRID,2025 Toyota 4Runner Hybrid SUV 4WD,20834,1.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,TOYOTA,4RUNNER HYBRID,2025 Toyota 4Runner Hybrid SUV RWD,20833,1.0,0.0,0.0,
5,5,4,5,,,5,5,5,,,5,5,5,4,Not Rated,0.116,0.0,No Tip,5,,,Standard,Standard,Standard,2025,TOYOTA,BZ4X,2025 Toyota bZ4X SUV AWD,20291,0.0,1.0,0.0,
5,5,4,5,,,5,5,5,,,5,5,5,4,Not Rated,0.116,0.0,No Tip,5,,,Standard,Standard,Standard,2025,TOYOTA,BZ4X,2025 Toyota bZ4X SUV FWD,20290,0.0,1.0,0.0,
5,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v15266P122.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15264P001.jpg,,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15265P001.jpg,,Standard,Standard,Standard,2025,TOYOTA,CAMRY HYBRID,2025 Toyota CAMRY HYBRID 4 DR AWD,20248,4.0,2.0,0.0,
5,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v15266P122.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15264P001.jpg,,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15265P001.jpg,,Standard,Standard,Standard,2025,TOYOTA,CAMRY HYBRID,2025 Toyota CAMRY HYBRID 4 DR FWD,20247,4.0,2.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10651P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10651C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15322P144.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15322C003.wmv,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15323P075.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15323C002.wmv,Standard,Standard,Standard,2025,TOYOTA,COROLLA,2025 Toyota COROLLA 4 DR FWD,20249,8.0,0.0,0.0,
Not Rated,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14257P085.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14257C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15419P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15419C002.wmv,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v15418P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15418C002.wmv,Standard,Standard,Standard,2025,TOYOTA,COROLLA CROSS,2025 Toyota COROLLA CROSS SUV AWD,20255,8.0,0.0,0.0,
Not Rated,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14257P085.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14257C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15419P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15419C002.wmv,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v15418P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15418C002.wmv,Standard,Standard,Standard,2025,TOYOTA,COROLLA CROSS,2025 Toyota COROLLA CROSS SUV FWD,20254,8.0,0.0,0.0,
Not Rated,4,4,4,,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15419P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15419C002.wmv,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v15418P001.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15418C002.wmv,Standard,Standard,Standard,2025,TOYOTA,COROLLA CROSS HYBRID,2025 Toyota COROLLA CROSS HYBRID SUV AWD,20256,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10651P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10651C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15322P144.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15322C003.wmv,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15323P075.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15323C002.wmv,Standard,Standard,Standard,2025,TOYOTA,COROLLA HYBRID,2025 Toyota COROLLA HYBRID 4 DR AWD,20251,1.0,1.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10651P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10651C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11289P144.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11289C013.wmv,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10650P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10650C013.wmv,Standard,Standard,Standard,2025,TOYOTA,COROLLA HATCHBACK,2025 Toyota COROLLA HATCHBACK 5 HB FWD,20252,1.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/54871_cc0640_032_1F7.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10651P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10651C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15322P144.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15322C003.wmv,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15323P075.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15323C002.wmv,Standard,Standard,Standard,2025,TOYOTA,COROLLA HYBRID,2025 Toyota COROLLA HYBRID 4 DR FWD,20250,1.0,1.0,0.0,
5,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v15024P123.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15024C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15022P144.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15022C014.wmv,5,5,5,4,Not Rated,0.113,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15023P113.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15023C014.wmv,Standard,Standard,Standard,2025,TOYOTA,CROWN HYBRID,2025 Toyota CROWN HYBRID 4 DR AWD,20284,0.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11095P087.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10136P104.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10136C013.wmv,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10135P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10135C013.wmv,Standard,Standard,Standard,2025,VOLKSWAGEN,ATLAS,2025 Volkswagen Atlas SUV AWD,20368,7.0,4.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11095P087.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10136P104.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10136C013.wmv,5,5,5,4,Not Rated,0.136,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10135P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10135C013.wmv,Standard,Standard,Standard,2025,VOLKSWAGEN,ATLAS,2025 Volkswagen Atlas SUV FWD,20367,7.0,4.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11095P087.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11162P105.jpg,,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11161P071.jpg,,Standard,Standard,Standard,2025,VOLKSWAGEN,ATLAS CROSS SPORT,2025 Volkswagen Atlas Cross Sport SUV AWD,20370,3.0,4.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11095P087.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11162P105.jpg,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11161P071.jpg,,Standard,Standard,Standard,2025,VOLKSWAGEN,ATLAS CROSS SPORT,2025 Volkswagen Atlas Cross Sport SUV FWD,20369,3.0,4.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLKSWAGEN,GOLF GTI,2025 Volkswagen Golf GTI 4 DR FWD,20371,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLKSWAGEN,GOLF R,2025 Volkswagen Golf R 4 DR AWD,20372,0.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/55155_cc0640_032_0E0E.png
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11660P124.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11660C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11622P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11622C013.wmv,5,5,5,4,Not Rated,0.103,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v11627P115.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11627C014.wmv,Standard,Standard,Standard,2025,VOLKSWAGEN,ID.4,2025 Volkswagen ID.4 SUV AWD,20374,6.0,0.0,0.0,
5,5,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11660P124.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11660C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11622P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11622C013.wmv,5,5,5,4,Not Rated,0.103,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11627P115.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11627C014.wmv,Standard,Standard,Standard,2025,VOLKSWAGEN,ID.4,2025 Volkswagen ID.4 SUV RWD,20373,6.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLKSWAGEN,ID.BUZZ,2025 Volkswagen ID.BUZZ SUV AWD,20378,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLKSWAGEN,ID.BUZZ,2025 Volkswagen ID.BUZZ SUV RWD,20377,0.0,0.0,0.0,
5,4,4,4,,,5,5,5,,,5,5,5,4,Not Rated,0.13,0.0,No Tip,5,,,Standard,Standard,Standard,2025,VOLKSWAGEN,JETTA GLI,2025 Volkswagen Jetta GLI 4 DR FWD,20380,0.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14084P082.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14084C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10670P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10670C013.wmv,5,5,5,4,Not Rated,0.13,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10662P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10662C013.wmv,Standard,Standard,Standard,2025,VOLKSWAGEN,JETTA,2025 Volkswagen Jetta 4 DR FWD,20379,6.0,0.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14080P088.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14080C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14079P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14079C013.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14083P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14083C014.wmv,Standard,Standard,Standard,2025,VOLKSWAGEN,TAOS,2025 Volkswagen Taos SUV AWD,20382,0.0,0.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14080P088.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14080C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14079P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14079C013.wmv,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14083P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14083C014.wmv,Standard,Standard,Standard,2025,VOLKSWAGEN,TAOS,2025 Volkswagen Taos SUV FWD,20381,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLKSWAGEN,TIGUAN,2025 Volkswagen Tiguan SUV AWD,20384,5.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLKSWAGEN,TIGUAN,2025 Volkswagen Tiguan SUV FWD,20383,5.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,EC40,2025 Volvo EC40 4 DR RWD,20122,0.0,2.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,EC40,2025 Volvo EC40 4 DR AWD,20121,0.0,2.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,EX40,2025 Volvo EX40 SUV RWD,20130,0.0,2.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,EX40,2025 Volvo EX40 SUV AWD,20129,0.0,2.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11047P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11047C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11046P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11046C013.avi,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11045P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11045C013.wmv,Standard,Standard,Standard,2025,VOLVO,S60 B5,2025 Volvo S60 B5 4 DR AWD,20778,0.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,EX90,2025 Volvo EX90 SUV AWD,20203,12.0,2.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v11047P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11047C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11046P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11046C013.avi,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11045P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11045C013.wmv,Standard,Standard,Standard,2025,VOLVO,S60 B5,2025 Volvo S60 B5 4 DR FWD,20777,0.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,S60 T8 PLUG-IN HYBRID,2025 Volvo S60 T8 Plug-in Hybrid 4 DR AWD,20779,0.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,S90 B6,2025 Volvo S90 B6 4 DR AWD,20125,0.0,2.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,S90 T8 PLUG-IN HYBRID,2025 Volvo S90 T8 Plug-in Hybrid 4 DR AWD,20126,0.0,1.0,0.0,
5,4,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,,,Standard,Standard,Standard,2025,VOLVO,V60 CROSS COUNTRY B5,2025 Volvo V60 Cross Country B5 SW AWD,20124,0.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,V60 T8 POLESTAR ENGINEERED PLUG-IN HYBRID,2025 Volvo V60 T8 Polestar Engineered Plug-in Hybrid SW AWD,20123,0.0,1.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,VOLVO,V90 CROSS COUNTRY B6,2025 Volvo V90 Cross Country B6 SW AWD,20127,0.0,1.0,0.0,
